,0,1,2,3,4,5
276,2024-08-23T12:15:00+05:30,24838.5,24845.5,24826.35,24839.2,0
277,2024-08-23T13:15:00+05:30,24837.9,24839.5,24818.9,24831.25,0
278,2024-08-23T14:15:00+05:30,24830.9,24848.85,24794.7,24822.7,0
279,2024-08-23T15:15:00+05:30,24822.0,24841.75,24815.05,24831.85,0
280,2024-08-26T09:15:00+05:30,24906.1,25017.2,24874.95,25008.35,0
281,2024-08-26T10:15:00+05:30,25008.4,25043.65,24971.25,24982.35,0
282,2024-08-26T11:15:00+05:30,24982.15,25020.25,24980.0,25001.05,0
283,2024-08-26T12:15:00+05:30,25001.0,25034.75,24995.3,25026.55,0
284,2024-08-26T13:15:00+05:30,25026.0,25030.55,25001.65,25009.75,0
285,2024-08-26T14:15:00+05:30,25010.05,25033.2,25002.8,25007.9,0
286,2024-08-26T15:15:00+05:30,25009.35,25016.75,25004.6,25011.45,0
287,2024-08-27T09:15:00+05:30,25024.8,25043.65,24973.9,25013.55,0
288,2024-08-27T10:15:00+05:30,25014.55,25049.65,24983.5,25037.85,0
289,2024-08-27T11:15:00+05:30,25038.05,25073.05,25033.35,25045.6,0
290,2024-08-27T12:15:00+05:30,25045.7,25060.2,25038.55,25059.05,0
291,2024-08-27T13:15:00+05:30,25059.2,25067.1,25041.3,25052.65,0
292,2024-08-27T14:15:00+05:30,25052.0,25056.2,24998.0,25024.6,0
293,2024-08-27T15:15:00+05:30,25024.25,25027.75,24988.4,24997.05,0
294,2024-08-28T09:15:00+05:30,25030.8,25047.85,24964.85,25010.95,0
295,2024-08-28T10:15:00+05:30,25010.15,25040.0,24993.55,25038.85,0
296,2024-08-28T11:15:00+05:30,25038.55,25113.8,25037.35,25086.8,0
297,2024-08-28T12:15:00+05:30,25086.0,25110.05,25080.8,25101.8,0
298,2024-08-28T13:15:00+05:30,25100.95,25125.7,25090.55,25121.3,0
299,2024-08-28T14:15:00+05:30,25121.1,25128.1,25048.2,25050.45,0
300,2024-08-28T15:15:00+05:30,25049.4,25051.35,25032.1,25044.85,0
301,2024-08-29T09:15:00+05:30,25035.3,25117.6,25017.5,25097.4,0
302,2024-08-29T10:15:00+05:30,25098.0,25115.8,25077.05,25098.05,0
303,2024-08-29T11:15:00+05:30,25097.55,25106.5,25070.15,25088.05,0
304,2024-08-29T12:15:00+05:30,25088.3,25174.0,25084.45,25153.45,0
305,2024-08-29T13:15:00+05:30,25151.3,25166.75,24999.4,25077.05,0
306,2024-08-29T14:15:00+05:30,25078.1,25192.6,25001.65,25130.05,0
307,2024-08-29T15:15:00+05:30,25129.4,25166.7,25117.7,25156.75,0
308,2024-08-30T09:15:00+05:30,25249.7,25257.95,25199.7,25218.85,0
309,2024-08-30T10:15:00+05:30,25219.6,25246.65,25204.2,25239.1,0
310,2024-08-30T11:15:00+05:30,25238.4,25252.6,25217.75,25246.3,0
311,2024-08-30T12:15:00+05:30,25246.05,25258.15,25228.65,25242.25,0
312,2024-08-30T13:15:00+05:30,25242.45,25250.75,25231.15,25246.2,0
313,2024-08-30T14:15:00+05:30,25246.05,25262.15,25206.8,25242.4,0
314,2024-08-30T15:15:00+05:30,25242.95,25265.05,25232.25,25247.0,0
